latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.989452,-6.8539124,57.0,0,GMT,GMT

time,temperature_2m_mean (°C),precipitation_sum (mm),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³)
1990-12-28,13.7,0.00,1.45,0.242,0.328
1990-12-29,12.6,0.00,1.38,0.241,0.317
1990-12-30,13.1,0.00,1.31,0.240,0.309
1990-12-31,13.9,0.00,1.40,0.240,0.302
1991-01-01,13.6,0.00,1.54,0.238,0.294
1991-01-02,12.5,0.00,1.36,0.238,0.288
1991-01-03,13.1,0.00,1.56,0.237,0.282
1991-01-04,13.7,0.40,1.34,0.236,0.281
1991-01-05,11.0,0.00,1.89,0.236,0.276
1991-01-06,10.1,0.00,1.78,0.234,0.268
1991-01-07,10.0,0.00,1.76,0.233,0.261
1991-01-08,11.0,0.00,1.78,0.232,0.255
1991-01-09,11.5,0.00,1.80,0.231,0.249
1991-01-10,11.5,0.00,1.86,0.230,0.244
1991-01-11,12.3,0.00,1.91,0.229,0.239
1991-01-12,11.1,1.50,1.21,0.230,0.249
1991-01-13,9.7,0.00,1.79,0.230,0.254
1991-01-14,9.3,0.00,1.60,0.229,0.246
1991-01-15,10.5,0.00,1.28,0.228,0.240
1991-01-16,9.8,0.00,1.74,0.227,0.235
1991-01-17,11.0,0.00,1.85,0.226,0.228
1991-01-18,11.8,0.00,1.93,0.224,0.222
1991-01-19,11.8,0.00,1.50,0.223,0.217
1991-01-20,12.3,0.00,1.56,0.223,0.214
1991-01-21,12.6,0.00,1.65,0.222,0.210
1991-01-22,11.6,0.00,1.99,0.221,0.204
1991-01-23,10.5,6.50,1.20,0.222,0.232
1991-01-24,10.1,6.60,1.50,0.229,0.318
1991-01-25,10.2,2.10,1.25,0.231,0.327
1991-01-26,10.7,0.10,1.68,0.232,0.318
1991-01-27,10.4,0.00,2.02,0.231,0.297
1991-01-28,10.6,0.00,2.01,0.230,0.280
1991-01-29,11.1,0.00,1.59,0.229,0.269
1991-01-30,11.3,0.10,1.63,0.228,0.263
1991-01-31,10.3,0.00,2.11,0.227,0.254
1991-02-01,11.0,4.90,1.91,0.227,0.253
1991-02-02,10.0,16.70,1.26,0.237,0.368
1991-02-03,10.1,4.00,1.47,0.248,0.384
1991-02-04,10.4,0.00,1.72,0.247,0.342
1991-02-05,10.0,0.00,2.16,0.246,0.323
1991-02-06,10.8,0.00,2.01,0.244,0.308
1991-02-07,11.7,7.20,0.84,0.247,0.339
1991-02-08,10.4,0.30,1.70,0.249,0.352
1991-02-09,10.4,0.00,1.94,0.248,0.332
1991-02-10,11.1,0.00,2.27,0.247,0.315
1991-02-11,11.9,0.40,1.73,0.246,0.309
1991-02-12,11.4,7.80,1.21,0.247,0.321
1991-02-13,13.1,3.20,1.85,0.255,0.378
1991-02-14,11.7,0.20,1.90,0.254,0.345
1991-02-15,10.9,0.00,2.52,0.252,0.325
1991-02-16,9.4,10.90,0.97,0.254,0.347
1991-02-17,10.0,15.90,1.52,0.267,0.414
1991-02-18,10.7,10.50,1.73,0.283,0.416
1991-02-19,10.2,20.20,1.18,0.298,0.425
1991-02-20,12.0,1.60,1.78,0.304,0.405
1991-02-21,12.2,0.40,1.81,0.304,0.386
1991-02-22,12.6,0.00,2.53,0.303,0.369
1991-02-23,13.3,0.00,2.71,0.300,0.352
1991-02-24,14.9,0.00,3.01,0.298,0.338
1991-02-25,13.4,1.40,2.08,0.297,0.333
1991-02-26,12.5,0.10,2.01,0.296,0.330
1991-02-27,12.0,0.00,2.07,0.294,0.321
1991-02-28,12.5,0.00,2.40,0.292,0.311
1991-03-01,12.8,13.60,1.72,0.300,0.386
1991-03-02,12.7,0.40,2.05,0.302,0.368
1991-03-03,13.4,0.00,3.05,0.300,0.346
1991-03-04,16.5,0.00,3.14,0.298,0.327
1991-03-05,15.2,0.40,2.96,0.296,0.316
1991-03-06,13.7,22.70,1.35,0.305,0.394
1991-03-07,12.7,24.90,2.09,0.327,0.426
1991-03-08,13.4,2.90,2.31,0.335,0.411
1991-03-09,14.0,0.00,2.49,0.333,0.385
1991-03-10,13.4,0.00,2.99,0.331,0.365
1991-03-11,14.5,0.00,2.42,0.329,0.351
1991-03-12,13.5,7.70,1.73,0.328,0.364
1991-03-13,11.9,18.20,1.91,0.343,0.424
1991-03-14,13.1,1.10,2.34,0.348,0.405
1991-03-15,13.7,0.00,2.42,0.346,0.380
1991-03-16,14.3,0.00,2.83,0.344,0.362
1991-03-17,14.4,0.80,2.24,0.342,0.356
1991-03-18,13.7,0.00,3.16,0.339,0.342
1991-03-19,14.5,0.00,3.25,0.336,0.328
1991-03-20,17.0,0.00,3.86,0.333,0.315
1991-03-21,15.6,0.00,3.06,0.330,0.304
1991-03-22,11.8,11.50,2.11,0.331,0.343
1991-03-23,10.9,7.40,2.20,0.339,0.397
1991-03-24,11.8,3.00,2.80,0.341,0.384
1991-03-25,11.4,0.10,2.68,0.339,0.366
1991-03-26,12.2,0.00,2.46,0.337,0.348
1991-03-27,13.2,0.00,3.44,0.334,0.333
1991-03-28,14.6,4.00,3.40,0.331,0.321
1991-03-29,14.5,11.60,2.89,0.339,0.392
1991-03-30,14.6,1.00,2.94,0.338,0.365
1991-03-31,14.4,3.70,3.05,0.336,0.356
1991-04-01,14.0,0.70,3.13,0.335,0.356
1991-04-02,13.5,2.40,3.03,0.333,0.346
1991-04-03,13.5,0.00,2.77,0.332,0.338
1991-04-04,13.4,0.00,2.55,0.329,0.324
1991-04-05,13.3,0.00,2.80,0.327,0.311
1991-04-06,13.6,0.00,3.85,0.323,0.296
1991-04-07,15.3,0.00,4.02,0.320,0.280
1991-04-08,17.1,1.40,3.50,0.317,0.273
1991-04-09,16.8,0.00,3.75,0.314,0.269
1991-04-10,18.0,0.00,4.34,0.311,0.253
1991-04-11,19.0,0.00,4.43,0.308,0.237
1991-04-12,17.5,0.00,4.23,0.304,0.223
1991-04-13,14.1,0.10,2.65,0.301,0.216
1991-04-14,13.3,0.00,3.14,0.299,0.210
1991-04-15,13.8,3.80,3.26,0.297,0.217
1991-04-16,14.8,2.90,3.20,0.299,0.253
1991-04-17,15.2,0.10,3.10,0.299,0.270
1991-04-18,14.9,0.50,3.19,0.297,0.260
1991-04-19,14.9,0.00,3.48,0.294,0.245
1991-04-20,15.2,0.00,3.83,0.292,0.228
1991-04-21,15.3,3.20,3.12,0.290,0.225
1991-04-22,15.5,4.60,3.24,0.290,0.247
1991-04-23,15.9,1.70,3.52,0.290,0.262
1991-04-24,15.4,0.20,3.41,0.288,0.253
1991-04-25,13.9,0.00,3.41,0.286,0.236
1991-04-26,13.5,0.20,2.88,0.284,0.221
1991-04-27,13.9,0.00,4.02,0.281,0.207
1991-04-28,15.1,0.00,3.16,0.279,0.195
1991-04-29,16.1,0.00,4.38,0.276,0.183
1991-04-30,18.2,0.00,4.89,0.273,0.169
1991-05-01,16.9,0.00,4.45,0.270,0.156
1991-05-02,15.2,0.00,4.32,0.268,0.147
1991-05-03,14.3,0.00,4.45,0.265,0.139
1991-05-04,14.8,0.00,4.78,0.263,0.131
1991-05-05,15.0,0.00,4.61,0.260,0.125
1991-05-06,15.4,0.00,4.03,0.258,0.120
1991-05-07,16.0,0.00,4.27,0.256,0.117
1991-05-08,15.1,0.00,3.22,0.255,0.117
1991-05-09,14.7,0.80,3.51,0.254,0.125
1991-05-10,14.5,0.30,3.42,0.253,0.130
