latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.919155,-5.498749,526.0,0,GMT,GMT

time,temperature_2m_mean (°C),precipitation_sum (mm),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³)
1990-10-07,19.3,0.10,3.58,0.292,0.333
1990-10-08,16.8,1.60,3.19,0.293,0.337
1990-10-09,15.8,0.00,3.55,0.292,0.331
1990-10-10,16.3,0.00,3.51,0.292,0.324
1990-10-11,17.0,0.00,3.59,0.291,0.317
1990-10-12,17.3,2.80,3.09,0.291,0.317
1990-10-13,18.8,0.00,3.27,0.292,0.333
1990-10-14,21.5,5.30,3.47,0.291,0.335
1990-10-15,18.1,6.40,2.07,0.297,0.407
1990-10-16,18.0,0.00,3.26,0.299,0.417
1990-10-17,18.5,0.00,2.91,0.299,0.393
1990-10-18,18.1,0.60,2.78,0.298,0.379
1990-10-19,18.0,0.50,2.12,0.298,0.377
1990-10-20,16.9,0.10,2.31,0.298,0.371
1990-10-21,18.0,0.00,2.85,0.297,0.363
1990-10-22,14.4,11.90,1.42,0.303,0.429
1990-10-23,14.0,0.00,2.65,0.306,0.423
1990-10-24,14.2,0.00,2.73,0.304,0.400
1990-10-25,15.2,0.00,2.14,0.304,0.387
1990-10-26,13.9,0.00,2.60,0.303,0.377
1990-10-27,14.5,0.00,1.95,0.302,0.368
1990-10-28,15.1,0.00,2.28,0.302,0.362
1990-10-29,15.4,0.00,2.70,0.301,0.354
1990-10-30,16.1,0.00,2.30,0.300,0.348
1990-10-31,16.1,0.00,2.46,0.299,0.342
1990-11-01,15.5,0.00,1.98,0.299,0.337
1990-11-02,15.0,0.00,1.93,0.298,0.333
1990-11-03,14.8,0.00,2.18,0.298,0.330
1990-11-04,14.1,0.60,2.18,0.298,0.328
1990-11-05,15.0,0.00,2.46,0.298,0.329
1990-11-06,15.5,0.10,2.19,0.297,0.326
1990-11-07,17.2,6.20,2.21,0.297,0.335
1990-11-08,17.2,3.50,2.24,0.304,0.430
1990-11-09,16.5,0.00,2.30,0.304,0.407
1990-11-10,15.7,0.00,1.50,0.303,0.393
1990-11-11,13.6,0.00,2.67,0.302,0.382
1990-11-12,15.5,0.00,3.02,0.301,0.370
1990-11-13,16.3,0.00,2.97,0.300,0.359
1990-11-14,15.7,0.00,2.52,0.299,0.350
1990-11-15,15.9,0.00,2.87,0.298,0.342
1990-11-16,15.3,0.00,2.66,0.298,0.335
1990-11-17,15.9,0.00,3.64,0.297,0.328
1990-11-18,16.2,0.00,2.97,0.296,0.322
1990-11-19,14.5,0.00,2.47,0.295,0.317
1990-11-20,12.4,0.00,2.25,0.295,0.313
1990-11-21,11.9,1.10,1.88,0.294,0.310
1990-11-22,9.6,13.00,0.99,0.305,0.441
1990-11-23,8.7,0.10,1.54,0.308,0.436
1990-11-24,10.4,0.30,2.02,0.307,0.413
1990-11-25,12.1,14.60,1.06,0.311,0.440
1990-11-26,9.9,15.70,0.87,0.325,0.490
1990-11-27,9.3,2.00,1.22,0.329,0.468
1990-11-28,8.3,0.00,1.58,0.329,0.449
1990-11-29,9.1,0.10,1.44,0.328,0.437
1990-11-30,8.3,0.00,1.56,0.327,0.428
1990-12-01,10.3,0.00,1.99,0.326,0.420
1990-12-02,11.4,0.00,1.95,0.325,0.412
1990-12-03,13.4,0.00,2.01,0.324,0.405
1990-12-04,13.8,0.60,1.56,0.323,0.399
1990-12-05,13.5,15.20,0.88,0.329,0.446
1990-12-06,12.7,18.40,0.88,0.345,0.478
1990-12-07,12.8,0.00,1.40,0.353,0.471
1990-12-08,13.1,7.00,1.13,0.353,0.475
1990-12-09,9.4,26.50,0.81,0.369,0.467
1990-12-10,6.6,4.00,1.17,0.374,0.479
1990-12-11,7.0,3.10,0.99,0.378,0.494
1990-12-12,8.3,0.00,1.22,0.379,0.479
1990-12-13,6.8,0.00,1.61,0.379,0.466
1990-12-14,7.6,0.00,1.63,0.378,0.456
1990-12-15,8.7,0.00,1.56,0.377,0.448
1990-12-16,8.7,2.50,1.59,0.376,0.446
1990-12-17,10.1,0.90,1.45,0.377,0.456
1990-12-18,9.7,3.40,1.33,0.376,0.453
1990-12-19,7.2,9.70,0.38,0.384,0.477
1990-12-20,6.7,2.70,0.84,0.389,0.479
1990-12-21,7.8,0.00,1.53,0.389,0.472
1990-12-22,7.7,0.00,1.57,0.388,0.461
1990-12-23,7.1,0.40,1.37,0.387,0.456
1990-12-24,8.6,1.10,1.03,0.388,0.457
1990-12-25,8.5,2.90,0.97,0.389,0.467
1990-12-26,9.9,2.90,0.57,0.390,0.473
1990-12-27,10.8,0.20,1.34,0.393,0.476
1990-12-28,10.4,0.00,1.38,0.392,0.460
1990-12-29,10.9,0.00,1.80,0.391,0.451
1990-12-30,11.9,0.00,1.71,0.390,0.443
1990-12-31,11.9,0.00,1.49,0.389,0.437
1991-01-01,11.6,0.00,1.62,0.387,0.432
1991-01-02,11.4,0.00,1.81,0.386,0.426
1991-01-03,11.8,0.00,1.81,0.385,0.420
1991-01-04,10.8,0.40,1.09,0.385,0.421
1991-01-05,7.4,0.00,1.67,0.384,0.420
1991-01-06,6.6,0.00,1.75,0.383,0.414
1991-01-07,8.2,0.00,1.88,0.382,0.408
1991-01-08,8.1,0.00,1.88,0.380,0.403
1991-01-09,8.1,0.00,1.90,0.379,0.398
1991-01-10,9.2,0.00,1.92,0.378,0.392
1991-01-11,9.4,0.00,1.96,0.376,0.387
1991-01-12,7.7,2.20,1.30,0.376,0.389
1991-01-13,6.2,0.00,1.58,0.376,0.394
1991-01-14,5.9,0.00,1.74,0.375,0.389
1991-01-15,6.0,0.00,1.09,0.374,0.386
1991-01-16,7.0,0.00,1.73,0.373,0.383
1991-01-17,8.4,0.00,1.87,0.372,0.379
1991-01-18,9.3,0.00,1.99,0.371,0.375
1991-01-19,10.1,0.00,1.86,0.370,0.370
1991-01-20,10.4,0.00,1.69,0.369,0.367
1991-01-21,9.5,0.00,1.91,0.368,0.364
1991-01-22,8.7,0.00,1.84,0.367,0.361
1991-01-23,7.6,4.40,1.25,0.368,0.375
1991-01-24,6.3,5.20,0.88,0.372,0.430
1991-01-25,7.1,4.20,1.31,0.375,0.454
1991-01-26,7.4,0.00,1.57,0.377,0.451
1991-01-27,6.2,0.00,1.93,0.376,0.431
1991-01-28,7.2,0.00,2.01,0.375,0.418
1991-01-29,7.2,0.20,1.37,0.374,0.410
1991-01-30,7.8,0.30,1.34,0.374,0.412
1991-01-31,6.7,0.00,1.98,0.373,0.406
1991-02-01,7.4,2.10,2.02,0.372,0.401
1991-02-02,6.0,13.70,0.88,0.381,0.481
1991-02-03,5.9,1.20,1.19,0.386,0.469
1991-02-04,6.0,0.00,1.57,0.386,0.453
1991-02-05,6.7,0.00,2.14,0.384,0.441
1991-02-06,8.1,0.00,2.17,0.383,0.431
1991-02-07,8.3,9.20,0.78,0.385,0.456
1991-02-08,7.7,0.10,1.63,0.391,0.476
1991-02-09,6.9,0.00,1.84,0.390,0.457
1991-02-10,7.8,0.00,2.19,0.389,0.446
1991-02-11,8.2,0.20,1.28,0.388,0.441
1991-02-12,8.5,4.30,1.05,0.388,0.442
1991-02-13,9.9,11.30,1.29,0.396,0.464
1991-02-14,8.6,2.30,1.67,0.399,0.476
1991-02-15,7.3,0.00,2.35,0.398,0.465
1991-02-16,5.2,11.50,1.10,0.399,0.462
1991-02-17,6.4,4.90,1.65,0.407,0.484
1991-02-18,8.1,3.80,1.70,0.408,0.486
1991-02-19,6.0,7.80,0.96,0.411,0.495
1991-02-20,8.6,1.00,1.43,0.414,0.492
1991-02-21,10.0,0.00,1.85,0.414,0.479
1991-02-22,10.9,0.00,2.62,0.413,0.466
1991-02-23,11.8,0.00,2.94,0.410,0.454
1991-02-24,12.3,0.00,3.04,0.408,0.442
1991-02-25,9.7,3.30,1.48,0.408,0.447
1991-02-26,8.7,0.00,1.78,0.408,0.457
1991-02-27,9.6,0.00,2.09,0.407,0.445
1991-02-28,11.0,0.10,2.57,0.405,0.436
1991-03-01,8.7,23.90,0.84,0.415,0.480
1991-03-02,10.0,0.40,1.80,0.423,0.489
1991-03-03,12.0,0.00,3.20,0.421,0.471
1991-03-04,14.7,0.00,3.09,0.418,0.457
1991-03-05,13.1,1.00,2.01,0.417,0.452
1991-03-06,11.6,20.70,0.79,0.422,0.485
1991-03-07,9.8,15.10,1.57,0.435,0.468
1991-03-08,10.1,4.90,1.93,0.439,0.479
1991-03-09,11.7,0.00,2.56,0.440,0.479
1991-03-10,11.6,0.00,3.14,0.438,0.463
1991-03-11,12.7,0.00,2.82,0.435,0.453
1991-03-12,11.5,6.90,2.18,0.434,0.457
1991-03-13,8.3,13.50,1.31,0.445,0.487
1991-03-14,9.6,0.70,1.65,0.449,0.471
1991-03-15,11.5,0.00,2.21,0.448,0.466
1991-03-16,11.6,0.00,2.77,0.445,0.457
1991-03-17,11.7,1.50,1.38,0.443,0.457
1991-03-18,11.5,0.00,3.29,0.442,0.452
1991-03-19,13.2,0.00,3.54,0.439,0.441
1991-03-20,16.5,0.00,4.01,0.436,0.430
1991-03-21,15.8,1.10,3.77,0.433,0.421
1991-03-22,8.9,10.60,1.57,0.436,0.474
1991-03-23,6.9,9.30,1.44,0.442,0.490
1991-03-24,7.0,13.50,1.57,0.455,0.465
1991-03-25,7.4,1.40,2.08,0.458,0.466
1991-03-26,9.5,0.00,2.68,0.457,0.465
1991-03-27,11.3,0.00,3.26,0.454,0.454
1991-03-28,13.9,2.30,3.65,0.451,0.455
1991-03-29,12.5,11.90,2.19,0.455,0.485
1991-03-30,11.4,15.70,1.37,0.469,0.479
1991-03-31,11.8,0.70,2.93,0.471,0.485
1991-04-01,11.4,1.30,2.94,0.470,0.484
1991-04-02,10.5,11.90,2.36,0.474,0.491
1991-04-03,11.2,0.20,2.40,0.477,0.481
1991-04-04,10.9,0.10,2.10,0.474,0.472
1991-04-05,10.5,0.00,2.44,0.470,0.463
1991-04-06,12.2,0.00,4.05,0.467,0.454
1991-04-07,16.1,0.00,4.50,0.462,0.442
1991-04-08,16.5,2.00,3.50,0.458,0.437
1991-04-09,16.1,0.00,4.22,0.456,0.435
1991-04-10,16.5,0.00,4.52,0.452,0.424
1991-04-11,17.5,0.00,4.56,0.447,0.412
1991-04-12,17.7,0.10,4.50,0.443,0.402
1991-04-13,14.0,0.00,3.29,0.440,0.395
1991-04-14,11.9,0.00,2.68,0.437,0.390
1991-04-15,12.7,0.70,3.24,0.435,0.388
1991-04-16,12.4,4.50,3.02,0.433,0.393
1991-04-17,12.0,4.30,2.89,0.434,0.431
1991-04-18,12.1,0.70,2.99,0.434,0.439
1991-04-19,13.2,0.20,3.68,0.432,0.426
1991-04-20,13.6,0.60,3.92,0.430,0.416
1991-04-21,11.9,12.00,2.94,0.431,0.426
1991-04-22,12.3,8.10,3.36,0.439,0.448
1991-04-23,12.7,3.50,3.41,0.444,0.477
1991-04-24,12.5,0.20,3.10,0.444,0.472
1991-04-25,10.7,0.10,2.83,0.442,0.460
1991-04-26,9.8,0.00,3.13,0.439,0.448
1991-04-27,11.7,0.00,4.17,0.437,0.437
1991-04-28,12.3,0.00,3.31,0.433,0.427
1991-04-29,15.2,0.00,4.58,0.430,0.418
1991-04-30,18.5,0.00,5.30,0.427,0.406
1991-05-01,17.2,0.00,5.06,0.423,0.394
1991-05-02,12.5,0.40,4.11,0.420,0.388
1991-05-03,11.0,0.00,4.29,0.417,0.380
1991-05-04,11.3,0.00,4.55,0.414,0.372
1991-05-05,12.1,0.00,4.75,0.411,0.364
