latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.56766,-7.5836487,23.0,0,GMT,GMT

time,temperature_2m_mean (°C),precipitation_sum (mm),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³)
1991-02-22,13.1,0.00,2.55,0.244,0.365
1991-02-23,14.1,0.00,2.80,0.243,0.349
1991-02-24,15.5,0.00,3.11,0.241,0.336
1991-02-25,13.9,0.70,2.38,0.240,0.330
1991-02-26,12.7,0.00,2.24,0.239,0.323
1991-02-27,11.9,0.20,2.30,0.237,0.316
1991-02-28,13.0,0.30,2.58,0.236,0.309
1991-03-01,13.7,8.30,2.14,0.241,0.360
1991-03-02,13.4,0.10,2.37,0.241,0.344
1991-03-03,13.9,0.00,3.13,0.239,0.325
1991-03-04,17.0,0.00,3.56,0.238,0.309
1991-03-05,15.2,1.70,3.21,0.237,0.319
1991-03-06,14.4,17.60,1.58,0.245,0.381
1991-03-07,13.4,26.20,2.18,0.263,0.412
1991-03-08,13.9,4.40,2.16,0.271,0.408
1991-03-09,14.5,0.00,2.77,0.270,0.380
1991-03-10,13.6,0.00,2.87,0.269,0.362
1991-03-11,15.1,0.00,2.82,0.267,0.348
1991-03-12,14.0,9.60,1.66,0.267,0.358
1991-03-13,12.6,13.80,1.85,0.273,0.397
1991-03-14,13.9,2.30,2.47,0.275,0.384
1991-03-15,13.7,0.00,2.45,0.275,0.367
1991-03-16,14.4,0.00,3.11,0.273,0.352
1991-03-17,14.7,0.30,2.39,0.272,0.341
1991-03-18,14.4,0.00,3.28,0.270,0.329
1991-03-19,15.0,0.00,3.30,0.268,0.316
1991-03-20,17.0,0.00,3.78,0.266,0.305
1991-03-21,15.8,0.00,3.07,0.264,0.296
1991-03-22,12.2,8.60,2.17,0.264,0.317
1991-03-23,11.7,2.50,2.62,0.267,0.352
1991-03-24,12.4,4.30,2.64,0.268,0.344
1991-03-25,12.2,1.00,2.67,0.267,0.333
1991-03-26,12.3,0.20,2.58,0.266,0.322
1991-03-27,12.9,0.00,3.55,0.264,0.310
1991-03-28,14.9,0.10,3.19,0.262,0.298
1991-03-29,14.8,6.00,2.65,0.263,0.324
1991-03-30,14.7,3.20,3.16,0.263,0.326
1991-03-31,14.6,0.70,3.14,0.262,0.313
1991-04-01,14.3,0.60,2.65,0.260,0.301
1991-04-02,13.6,0.60,3.16,0.259,0.292
1991-04-03,14.2,0.00,2.77,0.257,0.283
1991-04-04,13.6,0.00,2.52,0.256,0.276
1991-04-05,13.6,0.00,3.52,0.254,0.267
1991-04-06,14.1,0.00,4.04,0.252,0.256
